17129,L'esorcista - La genesi,Renny Harlin,114,"Horror, Mystery, Thriller"
17130,Firecracker,Steve Balderson,112,"Crime, Drama, Mystery"
17131,Poor White Trash,Michael Addis,85,"Comedy, Crime"
17132,The Watcher,Joe Charbanic,97,"Crime, Drama, Mystery"
17133,Sordid Lives,Del Shores,111,"Comedy, Romance"
17134,That Little Monster,Paul Bunnell,56,"Comedy, Horror, Sci-Fi"
17135,Women Unchained,Ken Osborne,82,Drama
17136,Book of Days,Meredith Monk,75,Drama
17137,Camera Obscura,Hamlet Sarkissian,99,"Crime, Drama, Thriller"
17138,Ragazze nel pallone,Peyton Reed,98,"Comedy, Romance, Sport"
17139,Where's George?,Kobie Lyons,81,Comedy
17140,Il dottor T & le donne,Robert Altman,122,"Comedy, Drama, Romance"
17141,The Smokers,Kat Slater,96,Thriller
17142,Thomas and the Magic Railroad,Britt Allcroft,85,"Adventure, Comedy, Drama"
17143,Wildflower,David Michael Latt,92,Thriller
17144,Blue Vengeance,"J. Christian Ingvordsen, Danny Kuchuck",103,"Action, Crime, Horror"
17145,The King's Guard,Jonathan Tydor,92,Adventure
17146,Madison,William Bindley,94,"Drama, Sport"
17147,On Edge,Karl Slovin,93,"Comedy, Romance, Sport"
17148,Il caso Braden,Robert Ditchburn,93,Thriller
17149,Psycho Beach Party,Robert Lee King,95,"Comedy, Horror, Mystery"
17150,Quick Billy,Bruce Baillie,56,Drama
17151,Save the Last Dance,Thomas Carter,112,"Drama, Music, Romance"
17152,Sexual Chemistry,Mike Sedan,97,"Comedy, Sci-Fi"
17153,Radio Killer,John Dahl,97,"Action, Mystery, Thriller"
17154,La voce del cigno,"Terry L. Noss, Richard Rich",75,"Animation, Drama, Family"
17155,Per incanto o per delizia,Fina Torres,92,"Comedy, Fantasy, Romance"
17156,Yellowstone Cubs,Charles L. Draper,48,Family
17157,Another Son of Sam,Dave Adams,67,"Crime, Horror, Thriller"
17158,Friends and Family,Kristen Coury,87,"Comedy, Crime"
17159,Landscape Suicide,James Benning,95,"Crime, Drama"
17160,My First Mister,Christine Lahti,109,"Comedy, Drama, Romance"
17161,Il prezzo della fortuna,Luca Bercovici,101,"Thriller, Crime, Drama"
17162,Rollergator,Donald G. Jackson,83,Family
17163,Shallow Grave,Richard Styles,90,"Drama, Horror"
17164,"Se cucini, ti sposo",Sharon von Wietersheim,87,"Comedy, Family, Romance"
17165,What Women Want - Quello che le donne vogliono,Nancy Meyers,127,"Comedy, Fantasy, Romance"
17166,Winding Roads,Theodore Melfi,90,Drama
17167,Brotherhood of Death,Bill Berry,85,"Action, Drama, Thriller"
17168,Carnival Magic,Al Adamson,86,Fantasy
17169,Rischio mortale,John Terlesky,96,"Action, Adventure, Thriller"
17170,Detective Kitty O'Day,William Beaudine,61,"Comedy, Mystery, Romance"
17171,How to Kill Your Neighbor's Dog,Michael Kalesniko,107,"Comedy, Drama"
17172,Italian Movie,Roberto Monticello,95,Drama
17173,Lloyd,Hector Barron,74,"Comedy, Drama, Family"
17174,The Sleepy Time Gal,Christopher Munch,108,Drama
17175,Big Mama,Raja Gosnell,99,"Action, Comedy, Crime"
17176,The Chaos Factor,Terry Cunningham,95,"Action, Drama, Thriller"
17177,Chump Change,Stephen Burrows,89,"Comedy, Romance"
17178,Snatch - Lo strappo,Guy Ritchie,104,"Comedy, Crime"
17179,Happy Accidents,Brad Anderson,110,"Comedy, Romance"
17180,Atti di violenza,"Drew Bell, Jefferson Keith Langley",77,"Action, Crime"
17181,Ginostra,Manuel Pradal,139,"Crime, Drama"
17182,The Awakening of Gabriella,Carlton McRae,93,Drama
17183,Beauty #2,Andy Warhol,66,"Drama, Romance"
17184,The Contender,Rod Lurie,126,"Drama, Thriller"
17185,Diary of a City Priest,Eugene Martin,77,Drama
17186,Echoes of Silence,Peter Emmanuel Goldman,76,Drama
17187,La vendetta di Carter,Stephen Kay,102,"Action, Crime, Drama"
17188,Downtown 81,Edo Bertoglio,72,"Comedy, Drama, Musical"
17189,Ken Park,"Larry Clark, Edward Lachman",93,Drama
17190,Four Play,Mike Binder,87,Comedy
17191,Memento,Christopher Nolan,113,"Mystery, Thriller"
17192,La mummia - Il ritorno,Stephen Sommers,130,"Action, Adventure, Fantasy"
17193,Return to the Secret Garden,Scott Featherstone,90,Family
17194,Sinful Obsession,Eric Gibson,90,Drama
17195,Skipped Parts,Tamra Davis,100,"Comedy, Drama, Romance"
17196,Totally Confused,"Greg Pritikin, Gary Rosen",88,Comedy
17197,Prima o poi mi sposo,Adam Shankman,103,"Comedy, Romance"
17198,Wish You Were Dead,Valerie McCaffrey,100,"Comedy, Crime, Thriller"
17199,The Cell - La cellula,Tarsem Singh,107,"Horror, Sci-Fi, Thriller"
17200,Girlfight,Karyn Kusama,110,"Drama, Sport"
17201,Happy Campers,Daniel Waters,94,Comedy
17202,I Like to Play Games Too,Edward Holzman,96,"Drama, Romance"
17203,Lakeboat,Joe Mantegna,98,Drama
17204,Legend of the Phantom Rider,Alex Erkiletian,100,"Action, Western, Fantasy"
17205,Songcatcher,Maggie Greenwald,109,"Drama, Music"
17206,The Testimony of Taliesin Jones,Martin Duffy,93,"Drama, Family"
17207,Tomorrow by Midnight,Rolfe Kanefsky,89,"Comedy, Drama, Thriller"
17208,Il mistero dell'acqua,Kathryn Bigelow,114,"Crime, Drama, Mystery"
17209,Wisconsin Death Trip,James Marsh,76,"Crime, Drama, History"
17210,Beautiful - Una vita da miss,Sally Field,112,"Comedy, Drama"
17211,Bootmen,Dein Perry,95,"Comedy, Drama, Romance"
17212,Il ritmo del successo,Nicholas Hytner,115,"Drama, Music, Romance"
17213,I'll Take You There,Adrienne Shelly,93,"Comedy, Drama, Romance"
17214,In the Weeds,Michael Rauch,91,"Comedy, Romance"
17215,A Kid Called Danger,Eric Hendershot,85,"Crime, Family"
17216,Looking for Jimmy,Julie Delpy,90,Drama
17217,Il sapore della vittoria - Uniti si vince,Boaz Yakin,113,"Biography, Drama, Sport"
17218,Road Dogz,Alfredo Ramos,91,"Crime, Drama"
17219,Slash Dance,James Shyman,83,"Comedy, Thriller"
17220,La carica dei 102 - Un nuovo colpo di coda,Kevin Lima,100,"Adventure, Comedy, Family"
17221,The Deathhead Virgin,Norman Foster,90,"Drama, Horror"
17222,Jason X,James Isaac,91,"Action, Horror, Sci-Fi"
17223,Compagnie pericolose,"Brian Koppelman, David Levien",92,"Crime, Drama, Thriller"
17224,Kook's Tour,Norman Maurer,53,Comedy
17225,Presence of Mind,Antoni Aloy,94,"Drama, Horror, Thriller"
17226,Terror Tract,"Lance W. Dreesen, Clint Hutchison",96,"Comedy, Horror, Romance"
17227,The Venice Project,Robert Dornhelm,86,Drama
17228,Awake - Anestesia cosciente,Joby Harold,84,"Crime, Drama, Mystery"
17229,Bait - L'esca,Antoine Fuqua,119,"Action, Comedy, Crime"
17230,Beat,Gary Walkow,93,Drama
17231,The Blair Clown Project,Ken Peters,66,Comedy
17232,Blue Money,Alain Patrick,93,Drama
17233,Clean and Narrow,William Katt,82,"Crime, Drama"
17234,Donald Duck Goes West,,57,"Animation, Comedy, Family"
17235,Lip Service,Shawn Schepps,95,"Comedy, Drama"
17236,Kwik Stop,Michael Gilio,110,Comedy
17237,Lady in the Box,Christian Otjen,105,Mystery
17238,Ti presento i miei,Jay Roach,108,"Comedy, Romance"
17239,Miss Detective,Donald Petrie,109,"Action, Comedy, Crime"
17240,Never Better,Paddy Breathnach,94,"Comedy, Drama, Romance"
17241,Snow Days,Adam Marcus,90,"Comedy, Romance"
17242,Starry Night,Paul Davids,101,Comedy
17243,Tully,Hilary Birmingham,102,Drama
17244,L'albero dei desideri,Ivan Passer,105,Fantasy
17245,An Intimate Friendship,Angela Evers Hughey,85,"Romance, Drama"
17246,75 Degrees in July,Hyatt Bass,100,Drama
17247,A.I. - Intelligenza artificiale,Steven Spielberg,146,"Drama, Sci-Fi"
17248,The Annihilation of Fish,Charles Burnett,108,Romance
17249,Big Eden,Thomas Bezucha,118,"Comedy, Drama, Romance"
17250,Bruiser - La vendetta non ha volto,George A. Romero,99,"Horror, Mystery"
17251,Cheerleaders Beach Party,Alex E. Goitein,85,"Comedy, Music"
17252,Soulkeeper,Darin Ferriola,105,"Action, Adventure, Comedy"
17253,Citizen Toxie: The Toxic Avenger IV,Lloyd Kaufman,109,"Action, Comedy, Fantasy"
17254,"Guardo, ci penso e nasco",Nick Castle,94,"Comedy, Drama, Fantasy"
17255,Groove,Greg Harrison,86,"Drama, Music"
17256,Hannibal,Ridley Scott,131,"Crime, Drama, Thriller"
17257,Pearl Harbor,Michael Bay,183,"Action, Drama, History"
17258,Rugrats in Paris: The Movie - Rugrats II,"Stig Bergqvist, Paul Demeyer",78,"Animation, Adventure, Comedy"
17259,Rustin,Rick Johnson,101,"Comedy, Drama"
17260,Split Infinity,Stan Ferguson,90,"Drama, Family, Fantasy"
17261,The Amati Girls,Anne De Salvo,91,Drama
17262,Galaxy of the Dinosaurs,J.R. Bookwalter,65,"Adventure, Sci-Fi"
17263,Scosse mortali,Richard Friedman,92,"Action, Drama"
17264,The Ladies Man,Reginald Hudlin,84,Comedy
17265,Sensual Friends,Jay Madison,93,Drama
17266,Very Mean Men,Tony Vitale,93,"Comedy, Crime"
17267,Web of Seduction,Blain Brown,95,"Drama, Mystery, Thriller"
17268,100 ragazze,Michael Davis,94,"Comedy, Romance"
17269,Cremaster 2,Matthew Barney,79,Drama
17270,Dead Dog,Christopher Goode,90,"Comedy, Drama, Thriller"
17271,Dropping Out,Mark Osborne,109,Comedy
17272,Ostaggi eccellenti,Lee Stanley,88,Thriller
17273,The Last Patrol,Sheldon Lettich,95,"Action, Drama, Sci-Fi"
17274,Road Trip,Todd Phillips,93,Comedy
17275,Route 666,William Wesley,86,"Action, Horror, Thriller"
17276,Table One,Michael Bregman,90,Comedy
17277,Nobody's Baby,David Seltzer,110,"Comedy, Drama"
17278,Bamboozled,Spike Lee,135,"Comedy, Drama, Music"
17279,Beverly Hood,Tyler Maddox,85,Comedy
17280,Confessions of a Psycho Cat,Herb Stanley,69,"Horror, Thriller"
17281,Baciato da un angelo,Gregory C. Haynes,97,"Comedy, Romance"
17282,Death by Invitation,Ken Friedman,81,Horror
17283,Downward Angel,Kevin Lewis,97,Thriller
17284,Il nemico alle porte,Jean-Jacques Annaud,131,"Drama, History, War"
17285,Love Her Madly,Ray Manzarek,92,"Drama, Thriller"
17286,Malatesta's Carnival of Blood,Christopher Speeth,78,Horror
17287,Shakespeare in... and Out,Peter Shushtari,80,"Comedy, Drama"
17288,Best Man in Grass Creek,John Newcombe,88,"Comedy, Romance"
17289,Bad Girls,John T. Kretchmer,84,"Comedy, Romance"
17290,Turn It Up,Robert Adetuyi,86,"Crime, Drama, Action"
17291,My 5 Wives,Sidney J. Furie,100,Comedy
17292,Noche de duendes,James Parrott,52,"Comedy, Crime, Mystery"
17293,Prison Song,Darnell Martin,94,"Crime, Drama"
17294,Second to Die,Brad Marlowe,89,Thriller
17295,La dolce ossessione di Debbie,Marcus Spiegel,92,"Horror, Thriller"
17296,Trois,Rob Hardy,93,"Drama, Romance, Thriller"
17297,Boricua's Bond,Val Lik,105,Drama
17298,Chasing Holden,Malcolm Clarke,104,"Crime, Drama"
17299,The Convent,Mike Mendez,79,"Comedy, Fantasy, Horror"
17300,Corporate Fantasy,Charles Randazzo,86,"Drama, Romance"
17301,Dancing at the Blue Iguana,Michael Radford,123,"Drama, Mystery"
17302,Daughters of Lesbos,Peter Woodcock,64,Drama
17303,Gangs of New York,Martin Scorsese,167,"Crime, Drama"
17304,Kid Colter,David O'Malley,101,"Action, Adventure, Family"
17305,American School,Amy Heckerling,98,"Comedy, Romance"
17306,Militia,Jim Wynorski,89,"Action, Adventure"
17307,Pronti alla rissa,Brian Robbins,107,"Comedy, Sport"
17308,Red Letters,Bradley Battersby,103,"Crime, Drama"
17309,Searching for Paradise,Myra Paci,88,Drama
17310,Silver Man,Peter Foldy,98,"Crime, Drama, Fantasy"
17311,Unbreakable - Il predestinato,M. Night Shyamalan,106,"Drama, Mystery, Sci-Fi"
17312,The Woman Chaser,Robinson Devor,90,Comedy
17313,Il nostro Natale,Abel Ferrara,85,"Crime, Drama, Thriller"
17314,Ablaze,Jim Wynorski,97,"Drama, Action, Thriller"
17315,The Beatnicks,Nicholson Williams,98,Comedy
17316,Black Friday,Darren Doane,95,Action
17317,The calling - La chiamata,Richard Caesar,89,"Horror, Thriller"
17318,Agent Red,"Damian Lee, Jim Wynorski",95,"Action, Drama, Thriller"
17319,Circuit,Dirk Shafer,130,"Drama, Romance"
17320,Missione ad alto rischio,Fred Olen Ray,95,"Action, Thriller"
17321,An Everlasting Piece,Barry Levinson,103,Comedy
17322,Get Your Stuff,Max Mitchell,93,"Comedy, Drama"
17323,Marine Life,Anne Wheeler,95,"Comedy, Drama"
17324,Settimo senso,Lawrence Lanoff,98,Drama
17325,Shandra: The Jungle Girl,Cybil Richards,74,Adventure
17326,Soul survivors - Altre vite,Stephen Carpenter,84,"Horror, Mystery, Thriller"
17327,The St. Francisville Experiment,Ted Nicolaou,79,"Horror, Mystery, Thriller"
17328,Trappola negli abissi,Fred Olen Ray,95,Action
17329,S.Y.N.A.P.S.E. - Pericolo in rete,Peter Howitt,108,"Action, Crime, Drama"
17330,Campioni di razza,Christopher Guest,90,Comedy
17331,Mai dire sempre,Walt Becker,88,"Comedy, Romance"
17332,Original Sin,Michael Cristofer,116,"Drama, Mystery, Romance"
17333,Il dono del diavolo,Kenneth J. Berton,90,"Thriller, Horror"
17334,The Family Man,Brett Ratner,125,"Comedy, Drama, Fantasy"
17335,Getting Into Heaven,Edward L. Montoro,87,"Comedy, Adventure"
17336,In the Woods,Lynn Drzick,80,Horror
17337,Alla ricerca del successo,Eric Schwab,113,"Crime, Drama, Thriller"
17338,Mexico City,Richard Shepard,90,"Crime, Drama, Mystery"
17339,The Night Larry Kramer Kissed Me,Tim Kirkman,81,"Comedy, Drama"
17340,Redemption of the Ghost,Richard Friedman,111,Drama
17341,Insieme per caso,P.J. Hogan,124,"Comedy, Drama, Musical"
17342,Amici di... letti,Jordan Brady,91,"Comedy, Romance"
17343,Scintille d'amore,George Zaloom,97,"Comedy, Romance"
17344,Above Suspicion,Stephen La Rocque,92,Drama
17345,Auggie Rose,Matthew Tabak,109,"Drama, Mystery, Romance"
17346,Dancing in September,Reggie Rock Bythewood,107,Drama
17347,Daybreak,Jean Pellerin,94,"Action, Adventure, Drama"
17348,Dracula's Legacy - Il fascino del male,Patrick Lussier,99,"Action, Fantasy, Horror"
17349,The Gift - Il dono,Sam Raimi,112,"Drama, Fantasy, Horror"
17350,Human Nature,Michel Gondry,96,"Comedy, Drama"
17351,Faccia a faccia,Jon Turteltaub,104,"Comedy, Family, Fantasy"
17352,Men Seeking Women,Jim Milio,92,Comedy
17353,Magic Numbers,Nora Ephron,105,"Comedy, Crime"
17354,On the Borderline,Michael Oblowitz,93,"Action, Drama, Thriller"
17355,Bandits,Barry Levinson,123,"Comedy, Crime, Drama"
17356,Second Glance,Rich Christiano,50,"Drama, Family"
17357,Thicker Than Water,Richard Cummings Jr.,91,Drama
17358,T come Tigro... e tutti gli amici di Winnie the Pooh,Jun Falkenstein,77,"Animation, Comedy, Drama"
17359,Timecode,Mike Figgis,97,"Drama, Romance"
17360,Tomorrow's Children,Crane Wilbur,70,Drama
17361,Briar Patch,Zev Berman,103,"Drama, Romance, Thriller"
17362,Everybody Rides the Carousel,John Hubley,72,Animation
17363,Halloween - La resurrezione,Rick Rosenthal,94,"Horror, Thriller"
17364,I a Man,"Paul Morrissey, Andy Warhol",99,Drama
17365,Smooth Operator,Tom Logan,103,Comedy
17366,The Woman Every Man Wants,Gabriela Tagliavini,92,"Comedy, Sci-Fi"
17367,The Art of Murder,Ruben Preuss,100,Thriller
17368,Blow,Ted Demme,124,"Biography, Crime, Drama"
17369,Chasing Sleep,Michael Walker,104,"Drama, Horror, Mystery"
17370,Christmas in the Clouds,Kate Montgomery,96,"Comedy, Family, Romance"
17371,G-Men from Hell,Christopher Coppola,98,"Action, Adventure, Comedy"
17372,Prigione di vetro,Daniel Sackheim,106,"Crime, Drama, Mystery"
17373,Teenage Seductress,Chris Warfield,86,Drama
17374,The Newcomers,James Allen Bradley,90,"Drama, Family"
17375,Our Burden Is Light,Denise Coates,89,"Drama, Romance"
17376,Sorted,Alexander Jovy,102,Thriller
17377,Sticks and Stones,Stan Lopresto,85,Drama
17378,Walk the Talk,Shirley Barrett,111,Comedy
17379,ABCD,Krutin Patel,105,Drama
17380,Borderline Normal,Jeff Beesley,85,Drama
17381,Contaminated Man,Anthony Hickox,100,"Drama, Thriller"
17382,A Day of Judgment,Charles Reynolds,92,"Action, Horror, Drama"
17383,7 giorni di vita,Sebastian Niemann,96,"Drama, Horror, Thriller"
17384,Mach 2,Fred Olen Ray,94,"Action, Adventure, Drama"
17385,I segreti per farla innamorare,Chris Hall,95,"Comedy, Romance"
17386,Satan's Blade,L. Scott Castillo Jr.,82,Horror
17387,"Sleep Easy, Hutch Rimes",Matthew Irmas,99,Thriller
17388,Zombie Cop,J.R. Bookwalter,90,Horror
17389,All Over Again,Cleve Nettles,99,Drama
17390,Sex Files: Ancient Desires,Clinton J. Williams,86,"Fantasy, Romance"
17391,Andromina: The Pleasure Planet,Darren Moloney,88,"Comedy, Fantasy, Horror"
17392,Beyond Re-Animator,Brian Yuzna,96,"Comedy, Horror, Sci-Fi"
17393,Brother,Takeshi Kitano,114,"Crime, Drama, Thriller"
17394,The Demons of Ludlow,Bill Rebane,83,Horror
17395,Final Payback,Art Camacho,92,Action
17396,The Mistress Club,Cybil Richards,73,"Drama, Romance"
17397,The Opponent,Eugene Jarecki,90,"Drama, Sport"
17398,Un sogno per domani,Mimi Leder,123,Drama
17399,The Prime Gig,Gregory Mosher,98,Drama
17400,Roomies,Oliver Robins,88,"Comedy, Drama, Romance"
17401,Spectres of the Spectrum,Craig Baldwin,94,"Drama, Sci-Fi"
17402,Dark Asylum,Gregory Gieras,83,"Thriller, Horror"
17403,Angel Eyes - Occhi d'angelo,Luis Mandoki,102,"Drama, Romance"
17404,Blue Moon,John A. Gallagher,89,"Comedy, Drama"
17405,Carnal Desires,Eric Gibson,87,"Drama, Romance"
17406,Cartoon Noir,,83,Animation
17407,Desperate Teenage Lovedolls,David Markey,50,"Comedy, Drama, Music"
17408,G.O.D.,Dean Rusu,91,"Action, Crime, Thriller"
17409,North Beach,"Jed Mortenson, Richard Speight Jr.",78,"Comedy, Drama, Romance"
17410,Ragdoll - Bambola di pezza,Ted Nicolaou,90,"Fantasy, Horror"
17411,Shadow Hours,Isaac H. Eaton,95,"Drama, Thriller"
17412,Chelsea Walls,Ethan Hawke,109,Drama
17413,Made - Due Imbroglioni a New York,Jon Favreau,95,"Comedy, Crime, Drama"
17414,Cl.One,Jason J. Tomaric,112,"Sci-Fi, Thriller"
17415,Operation Delta Force 5: Random Fire,Yossi Wein,91,Action
17416,The Score,Frank Oz,124,"Action, Crime, Drama"
17417,Spy Kids,Robert Rodriguez,88,"Action, Adventure, Comedy"
17418,Tortilla Heaven,Judy Hecht Dumontet,98,Comedy
17419,Catacombs,Todd Sheets,89,Horror
17420,Cop Killers,Walter R. Cichy,93,"Action, Drama"
17421,Dark Heritage,David McCormick,94,Horror
17422,La maledizione del cannibale,Phil Smoot,87,Horror
17423,Everything Put Together,Marc Forster,87,Drama
17424,Finding Home,Lawrence David Foldes,124,"Drama, Romance"
17425,Fantasmi da Marte,John Carpenter,98,"Action, Horror, Sci-Fi"
17426,King Kung Fu,Lance D. Hayes,95,"Action, Comedy"
17427,Outlaw Prophet,David Heavener,90,Sci-Fi
17428,Una babysitter perfetta,Robert Malenfant,90,"Drama, Mystery, Thriller"
17429,Ping!,Chris Baugh,93,Comedy
17430,Rapimento e riscatto,Taylor Hackford,135,"Action, Drama, Thriller"
17431,Social Misfits,Rene Villar Rios,115,Drama
17432,The Lost Treasure of Sawtooth Island,Richard Brauer,92,"Adventure, Family"
17433,The Dragon,Timothy Linh Bui,115,Drama
17434,New Port South,Kyle Cooper,95,Drama
17435,Viva Las Nowhere,Jason Bloom,97,"Comedy, Crime, Drama"
17436,America So Beautiful,Babak Shokrian,91,Drama
17437,Il libro segreto delle streghe: Blair Witch 2,Joe Berlinger,90,"Adventure, Fantasy, Horror"
17438,Demon Cop,"Rocco Karega, Hal Miles",81,"Crime, Horror"
17439,Dinner Rush,Bob Giraldi,99,"Crime, Drama, Romance"
17440,Tha Eastsidaz,Michael Martin,81,"Action, Crime"
17441,An Evening of Edgar Allan Poe,Kenneth Johnson,53,"Drama, Horror, Mystery"
17442,Omicidi a soggetto,William T. Naud,82,"Horror, Mystery, Thriller"
17443,Straight Right,P. David Ebersole,81,Drama
17444,True Vinyl,"Scott Falconer, Scott Hatley",89,"Drama, Romance, Music"
17445,Atlantis - L'impero perduto,"Gary Trousdale, Kirk Wise",95,"Animation, Action, Adventure"
17446,Bartleby,Jonathan Parker,83,"Comedy, Drama, Mystery"
17447,Indiavolato,Harold Ramis,93,"Comedy, Fantasy"
17448,Ed Gein - Il macellaio di Plainfield,Chuck Parello,89,"Biography, Crime, Drama"
17449,Gypsy Boys,Brian Shepp,103,"Comedy, Drama"
17450,Mondo Keyhole,"Jack Hill, John Lamb",70,Drama
17451,Pale Blue Moon,Mark Hosack,86,Sci-Fi
17452,Night of the Day of the Dawn of the Son of the Bride of the Return of the Terror,James Riffel,96,"Comedy, Horror"
17453,Sweet November - Dolce novembre,Pat O'Connor,119,"Drama, Romance"
17454,Ancient Evil: Scream of the Mummy,David DeCoteau,86,"Horror, Sci-Fi"
17455,Crocodile Dundee 3,Simon Wincer,92,"Action, Adventure, Comedy"
17456,Deuces Wild. I guerrieri di New York,Scott Kalvert,96,"Action, Crime, Drama"
17457,Drive In,Chuck DeBus,77,Horror
17458,Down to Earth,"Chris Weitz, Paul Weitz",87,"Comedy, Fantasy"
17459,If Tomorrow Comes,Gerrit Steenhagen,92,"Drama, Thriller"
17460,The Last Man,Harry Ralston,95,"Action, Comedy, Drama"
17461,Impulsi mortali,D. Shone Kirkpatrick,91,"Drama, Thriller"
17462,BattleQueen 2020,Daniel D'Or,95,"Action, Sci-Fi"
17463,To prosopo tis Medousas,Nikos Koundouros,90,Drama
17464,Fast and Furious,Rob Cohen,106,"Action, Crime, Thriller"
17465,Sleepy Hollow High,"Chris Arth, Kevin Summerfield",90,"Horror, Mystery"
17466,The Witching,Matthew Jason Walsh,64,"Comedy, Horror"
17467,La rapina,Demian Lichtenstein,125,"Action, Comedy, Crime"
17468,Back to the Secret Garden,Michael Tuchner,100,"Family, Fantasy"
17469,The Bare Wench Project,Jim Wynorski,76,"Comedy, Horror"
17470,Danni collaterali,Andrew Davis,108,"Action, Drama, Thriller"
17471,Cookers,Dan Mintz,96,"Drama, Horror"
17472,Deadly Intruder,John McCauley,86,"Horror, Thriller"
17473,Devious Beings,Chris Mazzei,97,"Action, Crime, Thriller"
17474,Diary of Lust,Madison Monroe,84,"Drama, Romance"
17475,Nel regno delle fate,Gary Hurst,90,"Animation, Adventure, Family"
17476,Lisa Picard Is Famous,Griffin Dunne,90,"Comedy, Drama"
17477,Love & Sex,Valerie Breiman,82,"Comedy, Romance, Drama"
17478,Matrix Reloaded,"Lana Wachowski, Lilly Wachowski",138,"Action, Sci-Fi"
17479,Novocaine,David Atkins,95,"Comedy, Crime, Drama"
17480,Our Song,Jim McKay,95,Drama
17481,Rat,Steve Barron,89,"Comedy, Drama, Family"
17482,Reindeer Games,Shayne Worcester,113,"Drama, Horror, Thriller"
17483,Sanctimony,Uwe Boll,87,"Crime, Horror, Thriller"
17484,Slime City,Gregory Lamberson,81,Horror
17485,Snitch,Keith Markinson,97,"Action, Crime"
17486,The Stand-In,Roberto Monticello,100,Drama
17487,The Strangeness,Melanie Anne Phillips,90,Horror
17488,Il sogno di una estate,Michael Tollin,104,"Comedy, Drama, Romance"
17489,Wicked Spring,Kevin R. Hershberger,102,"Drama, War, Western"
17490,Against All Hope,Edward T. McDougal,90,"Biography, Drama"
17491,Brain Twisters,Jerry Sangiuliano,91,"Horror, Sci-Fi, Thriller"
17492,Calling Bobcat,Paul Kermizian,91,Comedy
17493,Cheerleader Ninjas,Kevin Campbell,91,"Action, Comedy"
17494,Dead in the Water,Gustavo Lipsztein,90,"Crime, Thriller"
17495,The Game,Bill Rebane,84,Horror
17496,God's Bloody Acre,Harry Kerwin,86,"Drama, Horror"
17497,Little Heroes,Henri Charr,92,Family
17498,Amore e pallottole,"Kantz, Ben Ramsey",85,"Action, Comedy, Crime"
17499,Salton Sea - Incubi e menzogne,D.J. Caruso,103,"Crime, Drama, Mystery"
17500,Seeds,Andy Milligan,84,"Drama, Horror"
17501,The Waiting Game,Ken Liotti,85,Comedy
17502,Old No. 587: The Great Train Robbery,Dan T. Hall,80,"Family, Comedy, Drama"
17503,Country Blue,Jack Conrad,98,"Adventure, Crime, Drama"
17504,A Crack in the Floor,"Sean Stanek, Corbin Timbrook",90,Horror
17505,Hollywood Safari,Henri Charr,99,"Action, Adventure, Drama"
17506,Jekyll Island,Ken DuPuis,91,Crime
17507,Josie and the Pussycats,"Harry Elfont, Deborah Kaplan",98,"Comedy, Music"
17508,Man Woman Film,Cameron Pearson,95,Comedy
17509,Margarita Happy Hour,Ilya Chaiken,98,Drama
17510,The Mexican - Amore senza la sicura,Gore Verbinski,123,"Adventure, Comedy, Crime"
17511,Mirror Mirror 4: Reflections,Paulette Victor-Lifton,86,Horror
17512,The Roommates,Arthur Marks,87,"Crime, Drama, Thriller"
17513,Il sarto di Panama,John Boorman,109,"Comedy, Drama, Thriller"
17514,La promessa,Sean Penn,124,"Crime, Drama, Mystery"
17515,Crimini allo specchio,Ian Merrick,101,"Horror, Thriller"
17516,Il mandolino del capitano Corelli,John Madden,131,"Drama, Music, Romance"
17517,Giovani assassini nati,Jay Lowi,86,"Drama, Thriller"
17518,Dead by Dawn,James Salisbury,91,"Drama, Mystery, Thriller"
17519,The Entrepreneurs,Marcus Gautesen,91,Comedy
17520,God's Army,Richard Dutcher,108,Drama
17521,It Came from Somewhere Else,Howard Hassler,89,"Comedy, Sci-Fi"
17522,Ivansxtc,Bernard Rose,92,Drama
17523,Equilibrium,Kurt Wimmer,107,"Action, Drama, Sci-Fi"
17524,Timequest,Robert Dyke,92,Sci-Fi
17525,La regina dei dannati,Michael Rymer,101,"Drama, Fantasy, Horror"
17526,The Replicant,Ringo Lam,100,"Action, Sci-Fi, Thriller"
17527,Shadow Magic,Ann Hu,116,"Drama, History, Romance"
17528,Attraction,Russell DeGrazier,95,"Drama, Romance, Thriller"
17529,You Are Here*,Jeff Winner,92,"Comedy, Drama"
17530,Il fratello grande,Aleksey Balabanov,122,"Action, Crime, Thriller"
17531,The Dangerous Lives of Altar Boys,Peter Care,104,"Comedy, Drama"
17532,Double Take,George Gallo,88,"Action, Comedy, Crime"
17533,Fortunes,Parker Cross,91,Comedy
17534,Come cani & gatti,Lawrence Guterman,87,"Action, Comedy, Family"
17535,Julie Johnson,Bob Gosse,93,"Drama, Romance"
17536,All About You,Christine Swanson,100,"Comedy, Drama, Romance"
17537,Night Train,Les Bernstien,80,Drama
17538,Assatanata,Dennis Dugan,90,"Comedy, Crime, Romance"
17539,I marciapiedi di New York,Edward Burns,108,"Comedy, Romance"
17540,Unshackled,Bart Patton,90,Drama
17541,The Angel Doll,Alexander Johnston,93,Drama
17542,Brooklyn Babylon,Marc Levin,89,"Drama, Music, Romance"
17543,Castle Rock,Craig Clyde,81,"Action, Adventure, Family"
17544,The Center of the World,Wayne Wang,88,"Drama, Romance"
17545,Il dottor Dolittle 2,Steve Carr,87,"Comedy, Family, Fantasy"
